id,cancel,year,zip.code,house.color,ni.age,len.at.res,credit,coverage.type,dwelling.type,premium,sales.channel,ni.gender,ni.marital.status,n.adults,n.children,tenure,claim.ind
462008,0,2016,15001,white,53,12,high,A,House,773.4778539,Phone,F,1,1,3,13,1
462052,1,2016,80107,yellow,52,11,medium,C,House,938.1018236,Broker,F,1,1,0,15,0
462054,0,2016,80020,blue,44,15,high,C,House,1067.215417,Broker,M,1,2,0,23,0
462136,0,2016,15047,red,60,7,medium,A,House,911.3654521,Broker,M,0,2,0,26,1
462151,0,2016,85076,white,31,22,high,C,Tenant,938.9956079,Phone,M,0,3,0,2,1
462163,1,2016,98021,yellow,55,19,medium,A,House,975.3500682,Broker,F,1,2,0,17,0
462198,0,2016,50001,red,37,14,high,A,Condo,983.6515112,Broker,M,1,1,1,19,0
462206,0,2016,15021,red,41,14,high,B,House,970.3369936,Online,M,1,2,0,7,0
462210,0,2016,50029,white,36,14,high,A,Tenant,958.5524097,Phone,F,0,3,0,4,0
462216,0,2016,50025,blue,32,28,high,C,House,866.1880025,Phone,F,0,2,0,6,0
462283,0,2016,80011,blue,46,12,high,C,House,1040.974108,Broker,M,0,2,0,13,0
462307,0,2016,80005,blue,61,14,high,C,House,832.8931569,Broker,F,1,1,2,13,0
462318,1,2016,80002,white,39,18,high,C,Condo,862.0544336,Broker,F,0,2,0,10,0
462324,0,2016,50006,blue,24,15,low,C,Tenant,880.1010797,Online,M,1,1,3,6,0
462333,0,2016,85068,blue,75,14,high,A,House,932.4395182,Broker,F,1,1,2,21,0
462342,0,2016,50027,blue,39,20,low,C,Condo,909.3388485,Broker,M,1,1,2,13,0
462414,0,2016,80028,blue,41,9,high,C,Tenant,888.0082203,Phone,F,0,1,0,12,0
462423,0,2016,85033,blue,44,17,high,B,Condo,1065.566108,Phone,M,1,2,3,9,0
462429,0,2016,85034,white,28,20,medium,C,House,972.8866338,Broker,M,1,2,0,5,1
462516,0,2016,80042,yellow,45,25,high,A,House,960.5949373,Broker,M,1,2,4,8,0
462573,0,2016,98004,blue,31,11,high,C,Condo,948.6891654,Broker,F,1,2,1,2,0
462581,0,2016,15014,white,31,15,high,B,Condo,837.7264274,Broker,M,1,2,0,3,0
462631,0,2016,80028,red,50,18,high,A,Condo,801.9003453,Online,M,1,2,0,10,0
462683,0,2016,50054,red,32,11,high,B,House,810.3870784,Phone,F,1,2,1,1,0
462700,0,2016,15052,white,41,16,low,C,House,1078.640309,Broker,F,1,2,1,13,0
462728,0,2016,15044,white,39,14,medium,C,House,931.8155368,Phone,M,1,4,0,15,0
462796,0,2016,50012,blue,50,18,low,A,House,1016.98981,Broker,F,1,1,1,12,1
462802,0,2016,80104,blue,62,8,high,C,House,898.0694668,Broker,M,0,1,0,12,0
462828,0,2016,80014,white,53,19,high,C,House,1041.481713,Phone,F,1,3,0,8,0
462881,0,2016,15051,blue,32,12,medium,C,Tenant,743.9548779,Broker,F,1,1,0,8,0
462915,1,2016,85035,blue,64,10,high,B,Condo,969.4529228,Phone,M,1,1,2,14,1
462926,1,2016,98011,blue,44,15,high,A,Tenant,1006.778761,Online,M,1,2,1,17,0
462972,0,2016,85011,red,42,11,medium,A,House,1031.09795,Phone,F,1,1,0,13,1
462988,0,2016,80042,yellow,44,16,high,C,Condo,937.9526776,Phone,F,1,5,2,20,0
463096,0,2013,85069,blue,49,17,high,C,Tenant,993.9759323,Broker,M,1,1,4,20,0
463108,1,2013,20103,white,40,15,low,B,Condo,944.3373137,,F,0,4,0,13,0
463152,0,2013,80014,white,30,6,medium,B,House,942.4612877,Broker,F,1,2,7,5,0
463160,0,2013,15049,white,49,21,high,A,House,793.8259072,Broker,M,0,2,0,13,0
463381,1,2013,85062,white,66,10,medium,A,House,881.2521955,Broker,M,1,1,1,18,1
463435,1,2013,85041,white,42,17,high,C,House,852.2674787,Broker,F,1,3,2,7,0
463476,0,2013,85037,blue,35,13,high,A,House,747.0769436,Broker,F,1,1,4,3,1
463510,0,2013,50005,blue,59,16,medium,A,House,787.3117744,Broker,M,1,1,2,14,1
463593,0,2013,85009,blue,32,17,medium,A,House,806.1708933,Phone,F,1,2,3,8,0
463598,0,2013,85054,white,41,13,medium,C,Condo,814.5586869,Phone,M,1,1,1,16,0
463629,0,2013,80012,blue,35,11,medium,B,Condo,954.5012394,Broker,F,1,3,3,4,0
463651,0,2013,50042,blue,25,12,medium,B,Condo,947.1704631,Broker,M,0,1,0,3,0
463658,1,2013,50035,yellow,31,12,low,B,Condo,889.5569557,Phone,F,1,2,0,7,0
463661,0,2013,50020,white,44,8,high,C,House,877.2020791,Phone,M,1,1,3,18,0
463692,0,2013,80028,blue,40,15,low,C,House,1117.072164,Broker,M,1,1,5,16,0
463700,1,2013,20165,red,43,19,low,B,House,799.6070489,Broker,F,0,1,0,17,0
463729,0,2013,15001,blue,38,17,high,A,Tenant,872.5397435,Phone,M,1,3,2,15,1
463749,1,2013,50059,blue,30,14,high,B,Tenant,838.3441332,Phone,F,1,4,0,4,0
463764,0,2013,80002,yellow,49,23,high,B,Condo,950.4211193,Phone,F,1,1,3,20,0
463845,0,2013,50043,red,48,24,medium,C,House,1021.918948,Broker,M,0,2,0,18,0
463937,0,2013,80106,blue,45,11,high,C,House,1018.461185,Phone,F,1,2,0,20,0
463965,1,2013,50055,red,29,14,low,A,House,848.5188112,Phone,M,1,4,5,5,0
463992,0,2013,15042,red,41,14.83503653,high,C,Tenant,841.4443664,Broker,M,1,1,2,12,0
463997,0,2013,50022,white,52,18,low,C,House,992.2450674,Phone,M,1,1,2,23,0
464040,0,2013,50003,white,52,13,high,C,Condo,794.918671,Phone,F,1,1,1,21,0
464056,0,2013,85077,yellow,58,18,high,C,House,867.1168356,Broker,F,0,1,2,18,0
464107,1,2013,15046,yellow,42,17,high,B,House,899.356738,Broker,F,0,2,0,19,0
464109,0,2013,50034,red,36,19,high,C,Tenant,971.2683442,Broker,F,1,2,0,9,0
464117,0,2013,80016,red,57,17,low,B,House,946.8331769,Phone,M,1,1,0,12,0
464142,0,2013,50022,red,49,7,high,A,Tenant,847.0615637,Broker,M,0,1,2,21,0
464171,1,2013,85082,white,47,13,medium,C,House,905.1433771,Phone,M,1,1,2,19,0
464188,0,2013,15021,blue,40,18,low,A,House,981.3541446,Phone,M,1,2,4,15,0
464236,0,2013,15051,blue,36,12,low,A,House,985.9309623,Broker,F,1,1,4,3,0
464241,0,2013,50025,blue,39,21,low,A,Tenant,893.4480336,Broker,F,1,3,1,12,0
464293,0,2013,50028,white,53,15,medium,B,House,814.6108678,Broker,M,1,1,0,22,0
464333,1,2013,20151,white,23,15,high,B,Tenant,882.6574003,Online,F,1,1,0,4,1
464338,0,2013,50005,blue,69,13,medium,C,House,876.425056,Broker,F,1,2,2,10,0
464379,0,2013,80106,blue,33,12,high,C,Tenant,860.4427849,Phone,M,1,2,0,3,0
464389,0,2013,85066,red,69,11,high,B,House,903.583363,Phone,F,1,3,2,18,0
464417,0,2013,85078,white,57,11,high,A,House,926.1191443,Phone,M,1,4,0,17,0
464457,0,2013,80110,white,42,17,high,C,House,887.8700298,Phone,M,1,2,0,19,0
464468,0,2013,50038,white,74,14,medium,C,House,909.4267272,Broker,F,1,4,4,15,0
464483,0,2013,85064,blue,39,16,low,C,House,911.6710642,Online,F,1,6,0,12,0
464542,1,2013,80030,blue,25,21,low,C,House,916.3644233,Broker,M,0,2,0,3,1
464555,0,2013,80021,white,58,11,high,C,House,940.6521347,Online,F,0,1,2,18,0
464607,0,2013,50008,yellow,46,16,high,B,Tenant,993.7196635,Phone,F,1,2,0,12,0
464644,0,2014,85027,blue,43,13,low,C,Condo,916.711076,Broker,F,1,2,1,18,1
464749,0,2014,80012,white,31,18,high,A,Condo,857.6351471,Phone,M,1,2,0,0,0
464819,0,2014,50038,blue,47,10,high,C,Condo,958.28585,Broker,F,0,4,0,18,0
464847,0,2014,80035,white,35,16,high,C,Condo,970.0645979,Broker,M,1,1,1,4,0
464864,0,2014,80011,blue,35,24,high,B,Condo,798.8179506,Broker,M,0,2,0,3,0
464876,0,2014,50011,blue,29,19,low,A,Condo,922.4765229,Phone,F,0,3,0,5,1
464894,0,2014,98031,red,53,9,high,C,House,986.6085846,Broker,F,1,1,1,13,0
464963,0,2014,80041,red,54,20,high,C,House,895.9441958,Broker,F,1,5,0,15,0
464997,0,2014,85037,red,51,8,high,A,House,853.6681416,Broker,F,0,1,0,19,1
465007,0,2014,80045,white,57,17,high,A,House,1041.900396,Phone,M,1,1,0,21,0
465021,0,2014,15019,white,52,12,high,C,Condo,889.5150684,Broker,M,0,1,0,13,0
465022,0,2014,15025,red,52,16,medium,C,House,891.9172728,Broker,F,1,3,1,17,0
465086,0,2014,80016,white,47,15,high,A,Tenant,964.5670404,Phone,F,1,1,5,10,0
465136,0,2014,80045,white,38,17,high,A,House,925.6902745,Broker,F,1,2,1,9,0
465155,0,2014,98006,red,27,18,low,A,Condo,987.4391155,Phone,M,1,2,2,2,0
465168,0,2014,15022,white,44,10,high,C,House,948.7868851,Broker,F,1,4,9,14,1
465186,0,2014,15035,white,68,17,medium,A,House,849.9392705,Phone,F,1,3,1,20,0
465222,0,2014,85068,blue,52,18,high,B,House,855.230058,Broker,M,1,6,0,13,0
465238,0,2014,20108,yellow,48,8,high,A,House,890.9187956,Phone,F,1,1,1,17,0
465270,1,2014,80021,blue,49,17,high,A,Condo,772.8428964,Phone,M,1,1,1,14,0
465313,0,2014,20151,white,79,12,high,B,Tenant,951.0205665,Broker,F,1,4,1,14,0
465315,0,2014,80035,white,28,19,medium,C,House,984.1784204,Broker,M,1,3,0,3,0
465318,0,2014,85021,red,68,14,medium,C,House,919.0089798,Broker,F,1,1,0,12,0
465324,0,2014,15045,white,44,15,high,A,Tenant,913.2601217,Phone,F,1,4,10,18,1
465448,0,2014,15035,white,39,16,low,B,Condo,893.7152793,Broker,M,1,2,2,17,0
465452,0,2014,85069,red,36,16,high,C,House,922.4357622,Broker,M,0,2,0,6,0
465457,0,2014,98023,blue,50,21,low,A,Condo,977.2136279,Broker,F,1,1,9,14,0
465496,0,2014,20160,blue,43,13,high,B,House,813.6317511,Broker,F,1,2,4,14,1
465587,0,2014,85038,red,66,15,high,C,House,977.1590623,Phone,F,1,2,1,14,1
465657,0,2014,50046,white,35,15,high,C,Tenant,964.4520612,Broker,F,1,4,0,6,0
465659,0,2014,15047,white,56,17,high,B,House,1044.015558,Phone,M,1,1,0,14,0
465689,0,2014,85013,red,69,22,high,C,House,878.0922895,Broker,F,1,1,2,13,0
465690,0,2014,15057,blue,48,20,medium,A,Condo,973.945529,Broker,M,1,1,1,9,0
465703,1,2014,20141,blue,33,14,low,C,House,902.7565604,Phone,M,0,2,0,6,0
465794,0,2014,85063,white,54,13,high,B,House,873.9048327,Broker,F,1,1,0,13,0
465806,0,2014,15047,white,73,20,high,C,House,910.3738582,Broker,F,0,2,0,11,0
465834,0,2014,20107,white,48,33.74886571,high,A,House,837.4721048,Online,M,0,2,0,18,0
465892,0,2014,50009,blue,57,22,high,A,House,985.1908728,Phone,F,1,3,1,15,1
465954,1,2014,80044,red,34,21,medium,B,House,847.6291999,Broker,F,1,1,2,3,1
465960,0,2014,50054,yellow,40,15,high,A,Condo,883.1474838,Phone,F,1,1,0,16,0
466001,0,2014,50021,white,47,16,high,B,House,849.6553576,Broker,M,1,4,0,9,0
466048,0,2014,15026,red,58,21,medium,A,House,1025.637356,Broker,M,1,1,4,10,0
466103,1,2014,85054,red,34,17,low,C,Tenant,915.8968732,Phone,M,1,3,1,10,0
466120,0,2014,98022,blue,37,15,high,B,Condo,1051.207692,Broker,F,1,3,1,15,0
466140,0,2014,20144,white,45,17,high,C,House,788.0715631,Broker,F,0,2,0,14,0
466164,0,2014,85078,blue,30,17,high,A,Condo,909.5654365,Broker,M,0,1,0,7,0
466175,0,2014,50011,red,73,14,high,A,House,863.9760073,Broker,F,1,2,3,11,0
466204,0,2014,50048,red,48,18,high,A,House,899.7586746,Broker,F,0,1,1,12,0
466281,0,2014,50055,white,33,22,high,C,House,958.3172481,Broker,M,0,1,0,4,0
466283,0,2014,15025,red,77,20,high,C,House,812.2666423,Broker,F,0,2,0,13,0
466294,1,2014,80003,blue,29,11,high,A,Tenant,980.6926504,Broker,M,1,2,4,2,0
466349,1,2014,85025,red,55,22,high,B,House,959.8396619,Phone,F,0,4,1,9,0
466354,0,2014,50021,red,47,19,low,B,Condo,924.4449645,Broker,M,1,2,1,17,0
466467,1,2015,85061,red,27,13,low,C,Condo,855.0817725,Phone,F,1,2,1,8,1
466477,0,2015,85038,blue,48,21,high,A,House,910.1676595,Online,M,1,3,2,6,0
466521,0,2015,98032,red,38,18,high,C,Tenant,927.485956,Online,F,1,1,5,12,0
466536,0,2015,85063,red,26,15,low,C,Condo,885.3715566,Phone,M,1,3,7,2,0
466567,0,2015,80007,blue,49,12,high,A,Tenant,910.6671401,Broker,F,1,1,0,17,0
466597,0,2015,98025,red,46,13,high,C,House,836.148373,Broker,M,1,1,1,10,0
466636,0,2015,98024,red,42,16,high,C,House,996.8307675,Broker,F,1,3,1,14,0
466657,0,2015,80110,blue,38,16.28971604,high,B,House,906.8148881,Online,M,1,2,1,13,0
466684,0,2015,15003,blue,32,21,high,B,House,885.2290458,Broker,F,0,2,0,9,0
466695,1,2015,85039,yellow,57,13,medium,C,House,734.7897674,Broker,M,1,2,2,8,0
466707,0,2015,80027,yellow,26,20,high,A,House,755.6047258,Broker,M,1,1,4,2,1
466742,0,2015,50059,red,47,10,high,C,Condo,936.2117507,Broker,F,1,1,3,10,0
466753,0,2015,85032,blue,53,8,high,C,House,855.448727,Broker,M,1,2,1,18,0
466802,0,2015,85044,blue,46,15,high,A,House,930.7067219,Broker,F,1,3,3,12,0
466921,0,2015,50028,blue,45,21,high,A,House,826.7192459,Broker,F,0,1,0,14,0
466968,1,2015,15019,red,28,38.10887062,high,C,Condo,884.2187045,Broker,M,1,3,7,5,0
466976,0,2015,80025,white,41,14,high,A,House,881.2827914,Broker,M,1,3,0,11,0
467007,0,2015,50026,white,54,26,medium,A,House,966.099302,Phone,F,1,4,0,6,0
467064,0,2015,85025,yellow,52,14,high,A,Condo,900.2262148,Broker,M,1,3,4,15,0
467154,0,2015,85060,white,35,14,high,B,House,980.2158013,Broker,F,1,1,2,5,0
467172,0,2015,50055,blue,67,12,high,A,Tenant,1001.174116,Phone,F,1,3,2,13,0
467243,1,2015,85054,blue,40,12,medium,B,Condo,871.7320513,Broker,F,0,1,0,14,1
467267,0,2015,85077,white,75,13,medium,B,House,954.6738504,Broker,M,1,1,0,17,0
467355,1,2015,98004,white,38,14,high,C,Tenant,1011.296492,Broker,F,1,1,1,14,0
467363,0,2015,80045,blue,52,15,low,B,House,929.5563881,Broker,M,1,5,5,16,0
467382,0,2015,80012,red,51,17,high,C,House,801.439521,Broker,M,0,2,0,14,0
467386,0,2015,50046,blue,53,17,high,C,House,864.7271668,Broker,F,1,3,0,11,1
467415,0,2015,50034,red,28,9,high,A,House,885.0821459,Broker,F,1,1,1,8,0
467419,0,2015,85027,blue,30,13,medium,B,House,785.8680926,Phone,M,1,2,0,9,0
467477,0,2015,85037,white,40,13,high,B,House,803.1497539,Broker,M,0,1,0,16,1
467527,0,2015,80003,white,37,16,high,C,Condo,908.8628403,Broker,F,1,1,6,8,0
467546,0,2015,85031,blue,67,14,high,A,House,895.1266196,Broker,M,0,3,0,14,0
467572,0,2015,85027,blue,55,15,high,A,House,976.1354021,Broker,M,1,1,6,10,0
467597,0,2015,85037,white,51,19,high,B,House,713.4301859,Broker,M,1,2,2,19,0
467660,1,2015,98013,red,58,15,high,C,House,791.0626093,Online,F,1,1,1,13,1
467670,0,2015,50043,red,58,5,high,A,Condo,820.8539094,Broker,M,1,4,1,14,0
467708,0,2015,15043,white,63,13,high,B,House,1032.502142,Broker,M,1,1,2,19,0
467709,0,2015,85033,yellow,25,17,medium,C,House,1048.641622,Broker,F,1,1,0,2,0
467802,1,2015,80016,blue,44,15,high,B,Condo,877.8776358,Online,F,1,4,2,14,0
467853,0,2015,98005,yellow,55,11,medium,C,House,1057.915228,Broker,F,1,1,3,15,0
467876,1,2015,15024,white,52,20,high,A,House,777.8539442,Phone,M,1,6,3,15,0
467900,0,2015,15050,yellow,42,13,high,B,House,937.1195278,Broker,M,1,1,1,13,0
467905,0,2015,85040,white,52,19,medium,B,House,779.075692,Broker,F,1,3,0,14,0
467916,0,2015,80003,red,31,17,medium,B,Condo,984.3146182,Phone,M,1,2,1,5,0
467917,1,2015,50039,red,37,7,low,C,House,783.3585797,Phone,M,0,3,0,15,0
467965,0,2015,50048,red,37,17,high,A,Condo,942.8916555,Broker,M,1,1,0,19,0
468069,0,2015,80002,blue,42,21,high,C,Tenant,990.6070641,Phone,M,0,4,0,16,0
468098,1,2015,50025,red,50,14,high,C,House,770.4344248,Broker,F,1,1,0,15,1
468105,0,2015,15049,white,56,11,high,A,House,942.7806066,Phone,M,1,2,2,11,0
468124,0,2015,98037,white,29,15,medium,C,House,955.6072676,Broker,M,1,1,5,4,0
468153,0,2015,80046,white,46,13,high,B,Condo,894.7284579,Phone,F,1,3,1,13,1
468156,0,2015,15057,white,30,16,medium,C,House,828.7435551,Online,F,1,1,1,4,0
468193,0,2015,15009,blue,51,10,high,C,House,864.6053319,Broker,F,0,2,0,14,0
468202,0,2015,85027,blue,54,9,high,C,House,932.935085,Broker,M,0,4,2,11,1
468209,0,2015,80031,blue,50,12,high,A,Tenant,855.4568467,Broker,F,0,5,0,14,0
468261,0,2015,85077,red,74,13,high,C,House,840.8362196,Phone,F,1,2,0,17,1
468276,1,2015,98020,blue,35,18,medium,A,Condo,842.5876568,Phone,M,0,3,0,5,1
468402,0,2016,15035,white,45,13,medium,B,Condo,995.6961539,Broker,F,0,2,0,14,0
468421,0,2016,85068,blue,47,16,high,C,House,931.3024692,Broker,M,1,1,4,14,1
468423,0,2016,98004,white,44,16,medium,A,House,921.5631414,Phone,M,1,2,0,13,0
468446,0,2016,80007,white,39,47.32048994,high,A,House,1030.654753,Broker,M,1,1,5,19,0
468464,0,2016,15010,white,60,15,high,A,Condo,1063.051282,Phone,F,0,4,0,14,0
468467,0,2016,50038,white,56,16,high,C,House,923.6060633,Broker,F,1,1,8,19,0
468472,0,2016,50054,white,44,18,high,C,Condo,915.4708935,Broker,F,1,1,2,20,0
468540,0,2016,80002,red,41,17.24513911,medium,C,House,964.2493393,Phone,M,1,6,0,20,1
468560,1,2016,50028,yellow,59,15,high,C,House,874.8677463,Phone,M,1,2,6,9,0
468621,0,2016,15035,red,51,18,high,B,House,781.6297889,Broker,F,1,1,3,13,1
468631,0,2016,80003,red,45,16,high,B,House,990.5549067,Phone,F,1,2,1,13,0
468662,1,2016,20148,white,49,22,medium,A,House,748.3864799,Broker,M,0,5,1,19,1
468680,0,2016,80033,blue,66,14,high,C,Condo,817.9224251,Phone,F,1,3,1,6,0
468687,1,2016,50002,blue,36,10,low,A,Tenant,972.36606,Broker,M,1,4,8,4,0
468728,0,2016,80016,blue,34,18,high,B,Tenant,730.3880095,Broker,M,1,3,1,5,0
468740,0,2016,85077,white,43,18,high,C,House,944.0570216,Phone,F,0,3,0,21,0
468783,0,2016,85062,white,47,17,high,C,Condo,913.2201111,Broker,F,1,2,5,14,0
468891,1,2016,20132,red,22,16,low,C,Condo,814.7503032,Online,M,1,1,4,3,1
468893,0,2016,50013,white,40,15,medium,C,Tenant,780.5291871,Phone,F,1,5,1,16,0
468928,0,2016,98021,red,53,13,high,C,House,941.4211958,Broker,F,0,4,0,20,0
468931,0,2016,15021,white,37,21,high,C,Condo,934.6015217,Phone,M,1,1,1,13,0
468941,0,2016,85039,white,60,16,high,B,House,982.8385249,Phone,F,1,2,4,16,0
468977,0,2016,85077,white,25,6,low,A,House,984.5130081,Broker,M,1,2,3,2,0
468992,1,2016,85025,white,26,15,low,C,House,902.4631181,Phone,M,1,3,2,2,0
469021,0,2016,50028,blue,30,18,medium,B,House,934.7950912,Broker,M,0,2,0,2,0
469033,0,2016,15057,white,23,15,low,C,Condo,931.7591823,Online,M,0,2,0,0,0
469060,0,2016,98035,blue,44,8,high,A,Tenant,852.5948389,Broker,F,1,2,0,15,0
469186,1,2016,85079,white,36,16,low,C,Tenant,1001.802448,Phone,F,1,3,1,2,0
469252,0,2016,20111,yellow,64,24.3159488,high,B,Tenant,982.8784953,Broker,F,0,2,0,16,0
469277,0,2016,98004,red,36,16,high,C,Condo,806.0612793,Broker,F,1,1,0,4,0
469308,1,2016,50048,red,35,20,high,B,House,785.3921469,Online,M,1,7,1,4,0
469333,1,2016,20106,blue,43,16,medium,C,House,934.5121501,Phone,M,1,3,1,18,1
469342,1,2016,85082,white,34,17,high,C,House,919.1807585,Online,M,1,1,7,4,0
469435,0,2016,80041,yellow,48,12,high,C,Tenant,870.9208676,Broker,M,1,3,0,12,1
469496,0,2016,85079,white,56,12,high,C,House,815.2571907,Broker,M,1,2,2,13,1
469532,0,2016,15052,blue,34,24,high,A,Tenant,944.7957577,Broker,M,1,1,1,6,1
469609,0,2016,80106,white,39,20,medium,C,House,786.8639606,Broker,F,1,4,1,17,0
469620,0,2016,80017,red,39,16,high,A,Condo,867.9028438,Phone,F,1,1,5,18,0
469747,0,2016,50013,blue,53,16,high,B,Tenant,881.6297724,Phone,F,1,1,2,18,0
469763,0,2016,50039,blue,47,19,high,C,Condo,937.4326052,Broker,F,0,1,0,10,0
469774,1,2016,98011,yellow,24,21,high,A,House,1033.37545,Online,F,0,1,0,5,0
469796,1,2016,50021,white,19,18,high,A,House,745.7234221,Online,M,0,1,0,0,0
469968,0,2016,50026,blue,54,17,high,B,House,979.3184851,Broker,M,1,3,1,12,0
470109,0,2016,15025,white,45,16,high,B,House,1007.026729,Phone,F,1,1,1,21,1
470148,0,2016,80022,white,61,24,high,C,House,840.9620244,Broker,F,1,2,2,16,1
470208,0,2016,85054,white,43,7,medium,C,Condo,858.1189779,Broker,F,1,2,3,13,0
470245,0,2016,15021,white,58,17,medium,C,House,908.6777393,Phone,M,1,3,0,13,0
470276,0,2016,80016,yellow,53,15,low,C,House,877.0522222,Phone,M,1,1,12,12,0
470299,0,2016,80020,white,31,19,medium,A,Tenant,913.0498482,Phone,M,1,1,6,7,0
470305,0,2016,85011,white,63,14,high,A,House,843.1840714,Phone,F,0,3,1,17,0
470329,0,2016,50008,blue,38,14,high,C,House,946.5970439,Phone,F,1,5,1,0,0
470388,0,2016,50025,red,58,12,high,C,House,750.333322,Phone,F,1,1,0,16,0
470389,0,2016,80033,blue,55,19,high,C,House,760.0048783,Phone,F,1,3,1,12,0
470417,0,2016,15051,blue,30,18,medium,C,Tenant,843.948182,Broker,F,1,2,0,3,0
470483,0,2016,50054,red,43,17,high,C,Condo,887.1307667,Online,F,1,4,1,20,0
470504,0,2016,85013,white,67,16,low,C,House,899.9442946,Broker,M,1,2,3,15,0
470532,0,2016,85069,white,41,15,high,C,House,786.022301,Broker,M,0,2,0,19,0
470544,0,2016,80017,red,47,10,high,C,Tenant,796.4426514,Broker,M,1,1,0,21,0
470559,0,2016,50034,white,29,11,medium,C,Tenant,800.2590842,Broker,M,0,2,0,7,0
470579,0,2016,50040,red,33,6,medium,A,House,1005.416766,Broker,M,1,2,0,3,0
470599,0,2016,15001,white,39,15,low,C,Tenant,830.7834608,Phone,F,1,2,1,13,0
470642,0,2013,15022,blue,38,14,low,C,Condo,912.4421343,Phone,M,1,1,0,15,1
470645,0,2013,50034,red,32,15,high,B,House,837.2899654,Broker,M,1,1,7,5,0
470694,0,2013,50057,blue,33,14,high,C,Condo,912.7412217,Broker,F,0,2,0,4,0
470697,1,2013,15001,white,47,13,high,A,House,835.3460495,Broker,F,1,2,0,21,0
470710,1,2013,85077,blue,45,15,low,C,Condo,900.5620521,Broker,M,0,1,0,12,0
470718,0,2013,50005,white,33,15,medium,C,House,938.7526317,Phone,M,1,1,4,8,0
470732,0,2013,15007,blue,52,18,high,A,Condo,869.0582689,Phone,M,1,2,1,8,0
470745,1,2013,80022,white,42,13,high,A,House,900.8851577,Online,F,0,1,1,18,1
470800,0,2013,85016,blue,43,18,high,C,Condo,955.1102496,Broker,M,1,4,2,23,0
470809,1,2013,80033,red,43,8,high,A,Condo,876.7193449,Broker,M,0,2,0,15,0
470813,0,2013,80033,yellow,69,14,high,B,House,798.8325761,Broker,M,0,4,0,14,0
470816,0,2013,15009,red,51,12,high,C,House,975.9204426,Broker,F,1,2,5,21,0
470918,0,2013,15001,red,41,17,medium,A,House,910.3451183,Online,M,1,2,2,16,0
470938,0,2013,85050,red,113.2193159,16,high,A,House,902.8538514,Phone,M,1,2,3,24,0
470947,0,2013,50005,white,43,12,low,C,Condo,914.437798,Broker,M,1,1,0,13,0
470968,0,2013,15012,blue,36,5,high,B,House,895.4361647,Broker,F,1,1,4,6,0
471092,0,2013,50005,yellow,30,21,high,B,House,936.6940784,Phone,F,1,2,12,5,0
471166,0,2013,50009,red,50,22,high,C,Condo,932.4505755,Broker,F,1,2,0,12,0
471201,1,2013,20103,blue,49,15,low,C,Condo,910.452759,Phone,F,1,1,2,21,0
471309,0,2013,50008,white,41,20,high,B,House,906.5757188,Broker,M,1,1,2,11,1
471345,0,2013,50010,red,37,15,high,C,House,876.3574315,Broker,M,1,1,0,15,0
471388,1,2013,50022,white,35,11,high,A,Condo,938.7865791,Broker,M,1,3,0,6,0
471413,0,2013,80024,red,47,21,medium,C,Tenant,948.8040996,Broker,F,1,2,1,19,0
471415,0,2013,50035,white,70,20,medium,B,House,847.7225514,Broker,F,1,2,0,17,0
471431,1,2013,15033,blue,38,14,medium,B,Tenant,833.6241031,Broker,F,1,1,2,11,0
471447,0,2013,85016,white,51,13,high,C,House,965.5884487,Broker,F,1,1,3,16,0
471520,0,2013,15050,white,41,12,medium,C,House,895.7641354,Broker,M,1,3,0,17,0
471553,0,2013,85019,white,25,13,high,C,House,936.4823748,Broker,F,1,2,1,4,0
471582,0,2013,85027,red,42,18,high,A,Condo,1055.615514,Broker,F,1,2,0,11,0
471748,0,2013,50026,white,42,16,high,C,House,846.1095757,Broker,F,1,3,11,14,1
471758,0,2013,85080,red,39,14,high,B,Tenant,872.6899655,Broker,M,0,2,0,19,0
471768,0,2013,50047,white,43,17,medium,A,Tenant,1029.260907,Online,M,1,1,3,17,0
471781,0,2013,98011,white,55,16,medium,A,House,899.2002419,Broker,M,0,3,0,10,0
471786,0,2013,98036,red,37,14,high,B,Condo,854.0823075,Phone,M,1,1,1,19,0
471824,0,2013,80105,blue,31,13,medium,A,Condo,828.0827343,Phone,F,1,1,4,4,0
471852,0,2013,85065,blue,26,17,medium,B,Tenant,825.1666376,Broker,M,1,2,2,6,0
471899,1,2013,50020,blue,61,12,low,C,Tenant,875.3472831,Broker,F,0,1,1,17,0
471962,0,2013,98020,red,54,18,high,C,House,1037.679811,Broker,M,1,3,3,5,1
471986,0,2013,15001,white,32,18,high,A,Condo,940.9595804,Phone,M,0,1,1,4,1
472016,1,2013,15007,red,42,18,high,B,Condo,980.2832221,Broker,F,1,2,5,13,0
472030,1,2013,98024,white,44,8,high,A,Condo,896.1672429,Phone,M,0,1,0,18,0
472130,0,2013,50008,blue,25,23,high,B,House,927.4478028,Phone,F,0,1,2,0,0
472150,0,2013,50021,white,38,19,low,A,House,915.1505154,Broker,M,1,1,1,16,0
472196,0,2013,50011,white,44,18,high,B,House,962.6335796,Broker,M,0,2,1,21,0
472248,0,2014,98022,blue,44,14,high,A,Condo,940.7073396,Broker,M,1,3,0,15,0
472254,0,2014,85060,white,40,18,high,B,Condo,863.9524166,Broker,M,1,1,3,20,0
472261,0,2014,50051,white,25,17,low,A,Tenant,931.9622155,Broker,M,0,5,0,2,0
